TEXT
"Remembering George H.W. Bush, Alaska earthquake, Hanukkah: 5 things to know this weekend https://t.co/UgoexHU9tv"
RT @AmaniAAJ: يبدو ان مصافحة الأمير محمد بن سلمان لبوتين هي السبب ورى الزلازال اللي ضرب بوينس آيرس 😂👌🏼 https://t.co/1X6xMoSGRQ
"Remembering George H.W. Bush, Alaska earthquake, Hanukkah: 5 things to know this weekend https://t.co/ZUGP0vrFuI"
"RT @sarahh_mars: 7.2 earthquake here in Anchorage, Alaska. This is a video my dad took from the Minnesota exit ramp from international. 😰😰…"
"RT @raeganzuyus: PLEASE RETWEET****!!! My dog Scout ran off after the earthquake this morning. We live off of Finger Lake, she’s the sweete…"
RT @HeatherHintze: This is what happened on the 6th floor of the Nesbett Courthouse during the Anchorage #earthquake.  Both attorneys jumpe…
"RT @JTufaga4: Fam, AK trippin trippin. Hope everyone’s safe back home 🙏🏽 https://t.co/Ufzg0Cgwr3"
"RT @sarahh_mars: 7.2 earthquake here in Anchorage, Alaska. This is a video my dad took from the Minnesota exit ramp from international. 😰😰…"
RT @IRIS_EPO: This is another ground motion visualization showing the motion of the ground recorded by the USArray during the Anchorage ear…
5️⃣ things to know this weekend https://t.co/vgD4qWV9op via ⁦@USATODAY⁩
"@PressSec Please dont blame Alaskans for causing the earthquake, just send rakes fast!"
RT @DaHonestyPolicy: 💜Just NinaKaye💜 #LivePDNation #AskMeek #earthquake #WhoDat #Tornado #eggdrp #FridayFeeling #ClosersAngels #GoLive http…
"RT @sarahh_mars: 7.2 earthquake here in Anchorage, Alaska. This is a video my dad took from the Minnesota exit ramp from international. 😰😰…"
"RT @Nicoxw1: After the earthquake in Alaska, Trump has yet to tell us it was tremendously shaky from the standpoint of movement and to blam…"
RT @EMSC: #Earthquake (#sismo) M2.0 strikes 29 km SW of #Volcano (#Hawaii) 4 min ago. More info: https://t.co/93nIs0XSwE
RT @IRIS_EPO: This is another ground motion visualization showing the motion of the ground recorded by the USArray during the Anchorage ear…
RT @HeatherHintze: This is what happened on the 6th floor of the Nesbett Courthouse during the Anchorage #earthquake.  Both attorneys jumpe…
I've just posted a new blog: 7.0 magnitude earthquake strikes Alaska https://t.co/wPc7Tl7m2b
7.0 magnitude earthquake rocks buildings in Anchorage https://t.co/IQ1Oyotf5S
"RT @GMA: JUST AHEAD ON @GMA: Anchorage, Alaska is still reeling after a massive 7.0 earthquake rocked the city. We'll have the very latest…"
"RT @SvrTroposphere: Took my drone up over the road damage caused by the earthquake, here by my house on Vine rd, in Wasilla, AK. Absolutely…"
"Ml 3.7 earthquake (automatic) occured at 2018-12-01T11:28:10 UTC, 7km S of Big Lake, Alaska https://t.co/ayLJqAufJ9"
"RT @phootahh: マグニチュード7.0の地震があったアラスカの家で揺れに驚くお母さんと息子さん。犬たちも一時避難。(でも1匹はごはん続行)

Footage shows the moment a woman and her son braved the intense…"
"RT @Franklin_Graham: Anchorage, AK, was rocked by a 7.0 magnitude earthquake earlier today. Roads are cracked open and impassable, structur…"
Where's the help for Alaska? It's not in a big ocean. @realDonaldTrump
RT @IRIS_EPO: This is another ground motion visualization showing the motion of the ground recorded by the USArray during the Anchorage ear…
"すげー
日本全国 緊急地震速報ライブ  The Real-time Earthquake Alert Channel for Japan (Tokyo) https://t.co/x5pzdEKFqr @YouTubeより"
"RT @PressSec: The President has been briefed on the earthquake near Anchorage, Alaska, and is monitoring damage reports. We are praying for…"
RT @kristabrwn: I can no longer tell what's an earthquake bc I am shaking from the stress of these quakes
"@JencaBenca @earthquakeguy Alaska gets many small ones 

https://t.co/MzG0g7mxGp"
"RT @usmc_army: Please pray for everyone in Anchorage, Alaska, including my brother and sister ⁦@AmericanLaoch⁩ and ⁦@IcyQueenBee. Love you…"
"RT @SarahPalinUSA: 🙏🏼 for Alaska. Our family is intact - house is not... I imagine that’s the case for many, many others. So thankful to be…"
"RT @chiakiasami: 【米アラスカでM7.0 建物損傷】
https://t.co/RVweGniioF
米アラスカ州で30日午前8時29分（日本時間1日午前2時29分）、マグニチュード（M）7.0の強い地震があった。同州最大都市のアンカレジでは多数の住宅や店舗が損…"
"RT @DogginTrump: On today’s episode of I DON’T GIVE A FUCK

Sarah Palin said her House was damaged today in the earthquake

That’s called K…"
"RT @john4sale: The Anchorage earthquake wasn't even the strongest of the year (that would be in Fiji in August), yet it's the top trending…"
"RT @QuakesToday: 5.1 magnitude #earthquake. 5 km from #BigLake, AK, United States https://t.co/KenNW3JLJx"
"3.7 magnitude #earthquake. 7 km from Big Lake, #AK, United States https://t.co/LZn0CHL920"
"2.2 magnitude #earthquake. 7 km from #BigLake, AK, United States https://t.co/kHm6JcRMnI"
Earthquake:  Ml 3.7 SOUTHERN ALASKA: Magnitude   Ml 3.7 Region   SOUTHERN ALASKA Date time   2018-12-01 11:28:10.2… https://t.co/nP9VAUCBBN
RT @chematierra: Video de daños tras el fuerte sismo N7.0 esta mañana en #Anchorage #Alaska https://t.co/vV24o09qkE
"RT @sarahh_mars: 7.2 earthquake here in Anchorage, Alaska. This is a video my dad took from the Minnesota exit ramp from international. 😰😰…"
Governor of Alaska provides update on earthquake's aftermath [HD] Webcast https://t.co/pUhcAuSp3X
"EARTHQUAKE UPDATE: Alaska Governor Bill Walker, Officials Update Media (FNN) [HD] En Direct https://t.co/Uu2kFMdXMM"
Powerful M7.0 earthquake shakes Alaska Webcast https://t.co/njqDul8PDU
Powerful Earthquake and Aftershocks Rock Alaska Streaming 1080p https://t.co/CUKqUbu86q
7.0 Earthquake Rocks Alaska On Any Device https://t.co/kVYjZg2DGE
"RT @PressSec: The President has been briefed on the earthquake near Anchorage, Alaska, and is monitoring damage reports. We are praying for…"
RT @robreiner: Shoes are dropping like an earthquake in Imelda Marcos’ closet. Next up now that Cohen is cooperating and the Steele dossier…
RT @SvrTroposphere: About a mile from my house on Vine rd between KGB and Parks. #Alaskaearthquake #earthquake #alaska https://t.co/5HnpXKG…
"Yesterday, an Earthquake abruptly eliminated the home of Sarah Sanders.

SCORE:
Mother Nature—1
Sarah Sanders—0

Th… https://t.co/n575Y52UaY"
I took a nap and in that 4 hour time frame an earthquake happens in Alaska n friggen Bush dies wth… https://t.co/T7mIhd9Mnb
RT @IRIS_EPO: This is another ground motion visualization showing the motion of the ground recorded by the USArray during the Anchorage ear…
"RT @sarahh_mars: 7.2 earthquake here in Anchorage, Alaska. This is a video my dad took from the Minnesota exit ramp from international. 😰😰…"
