TEXT
I liked a @YouTube video https://t.co/HCpBsOwbYS 11/21/2018 -- Earthquake Update -- West coast quakes -- Should I talk about what I
RT @KREM2: 4.1-magnitude earthquake rocks North Idaho region on Tuesday https://t.co/g06K0um3OL https://t.co/NQbLkgwG6l
